player_id,player_name,team,position,games,adot,yprr,racr,target_share,wopr,rush_expl_10p,aypa,epa_per_play
00-0037539,Lucas Krull,DEN,TE,10,5.130434782608695,,1.2881356,0.03865546218487395,0.07798319283027609,,,
00-0036887,Luke Farrell,JAX,TE,10,4.823529411764706,,0.81707317,0.02905982905982906,0.05610609780041835,,,
00-0039355,Luke McCaffrey,WAS,WR,12,6.8,,0.9882353,0.04317789291882556,0.09457645960962834,,,
00-0039144,Luke Musgrave,GB,TE,7,6.6,,0.6818182,0.019801980198019802,0.040737123698881356,,,
00-0038547,Luke Schoonmaker,DAL,TE,10,5.527777777777778,,1.2110553,0.05309734513274336,0.10937286384271837,,,
00-0036972,Mac Jones,JAX,QB,10,,,,,,0.0,5.275985663082437,-0.019029342145475435
00-0033555,Mack Hollins,BUF,WR,16,12.98,,0.58243454,0.09345794392523364,0.24678005535747402,,,
00-0039920,Malachi Corley,NYJ,WR,5,8.333333333333334,,0.32,0.009188361408882083,0.022279750470180423,0.5,,
00-0038465,Malik Heath,GB,WR,5,6.461538461538462,,1.1547619,0.02574257425742574,0.05265732850547474,,,
00-0039337,Malik Nabers,NYG,WR,15,9.306358381502891,,0.7478261,0.2682170542635659,0.6827435899612515,0.0,0.0,-0.9637323617935181
00-0039880,Malik Washington,MIA,WR,12,5.416666666666667,,1.1435897,0.056338028169014086,0.12128957890918557,0.2,,
00-0038128,Malik Willis,GB,QB,6,,,,,,0.16666666666666666,9.682539682539682,0.24285140870109437
00-0039811,MarShawn Lloyd,GB,RB,1,-5.0,,,0.0019801980198019802,0.0021343763456633776,0.0,,
00-0024243,Marcedes Lewis,CHI,TE,1,1.0,,2.0,0.0015527950310559005,0.002483581600516242,,,
00-0032268,Marcus Mariota,WAS,QB,3,,,,,,0.15384615384615385,9.446808510638299,0.41030112733232216
00-0034753,Mark Andrews,BAL,TE,17,10.594202898550725,,0.9206566,0.13717693836978131,0.32871110367016576,0.0,,
00-0034272,Marquez Valdes-Scantling,NO,WR,13,17.386363636363637,,0.5372549,0.07432432432432433,0.2323668518581906,0.0,,
00-0035662,Marquise Brown,KC,WR,2,8.2,,0.7398374,0.02332814930015552,0.05761439760228616,,,
00-0039849,Marvin Harrison Jr.,ARI,WR,17,13.5,,0.5651341,0.2024432809773124,0.6001756178771014,,,
00-0038976,Marvin Mims Jr.,DEN,WR,16,7.245283018867925,,1.3046875,0.08907563025210084,0.19869819334825548,0.15384615384615385,,
00-0036176,Mason Kinsey,TEN,WR,2,8.5,,1.0,0.003418803418803419,0.007911830747691102,,,
00-0034771,Mason Rudolph,TEN,QB,8,,,,,,0.0,5.506329113924051,-0.02488408913592246
00-0039623,Mason Tipton,NO,WR,9,12.538461538461538,,0.303681,0.04391891891891892,0.1173907948305478,,,
00-0026498,Matthew Stafford,LA,QB,16,,,,,,0.0,6.9633699633699635,0.0593714591784355
00-0035140,Mecole Hardman,KC,WR,7,-1.0,,,0.02177293934681182,0.030084527248638346,0.4,,
00-0031595,Michael Burton,DEN,RB,11,2.4,,2.7083333,0.01680672268907563,0.02927788078174496,0.0,,
00-0036924,Michael Carter,ARI,RB,3,-1.4545454545454546,,,0.019197207678883072,0.025766328380672332,0.05714285714285714,,
00-0039066,Michael Mayer,LV,TE,11,6.15625,,0.79187816,0.046511627906976744,0.10072142656805903,,,
00-0039917,Michael Penix Jr.,ATL,QB,5,,,,,,0.0,6.422018348623853,0.13351482426354644
00-0036252,Michael Pittman,IND,WR,16,11.017857142857142,,0.6547812,0.20475319926873858,0.46612115062677884,,,
00-0038559,Michael Wilson,ARI,WR,16,11.338028169014084,,0.68074536,0.12390924956369982,0.3382847527558891,0.0,,
00-0034208,Mike Boone,CAR,RB,5,-4.666666666666667,,,0.005128205128205128,0.005496967111069423,0.0,,
00-0031408,Mike Evans,TB,WR,14,11.581818181818182,,0.78806907,0.1791530944625407,0.49347762729523625,,,
00-0034829,Mike Gesicki,CIN,TE,16,7.409638554216867,,1.0813009,0.11823361823361823,0.27065342231693434,,,
00-0034401,Mike White,BUF,QB,1,,,,,,,2.5454545454545454,-0.6502605785023082
00-0033536,Mike Williams,PIT,WR,13,14.8,,0.57528955,0.06363636363636363,0.1873450593514876,,,
00-0037300,Mike Woods,CLE,WR,5,11.0,,0.34759358,0.02312925170068027,0.06016575858301046,,,
